ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
arabic-105_bone-1,,arabic,105_bone,ˁaḏ̣m-,ʕaðˤm-,ʕ a ðˤ m,,,44,,^ ʕ a ðˤ m - $,default
geez-105_bone-1,,geez,105_bone,"ˁaṣ̂m, ˁaṣm",ʕaɬˤm,ʕ a ɬˤ m,,,44,,^ ʕ a ɬˤ m $,default
ps-107_earth-1,,ps,107_earth,*ˀarṣ̂-,ʔarɬˤ-,ʔ a r ɬˤ,,,46,,^ ʔ a r ɬˤ - $,default
akkadian-107_earth-1,,akkadian,107_earth,erṣetu,ersˤetu,e r sˤ e t u,,,46,,^ e r sˤ e t u $,default
ugaritic-107_earth-1,,ugaritic,107_earth,ˀarṣ,ʔarsˤ,ʔ a r sˤ,,,46,,^ ʔ a r sˤ $,default
hebrew-107_earth-1,,hebrew,107_earth,ˀäräṣ,ʔæræsˤ,ʔ æ r æ sˤ,,,46,,^ ʔ æ r æ sˤ $,default
syriac-108_earthlandgroundfloorbottom-1,,syriac,108_earthlandgroundfloorbottom,ˀarˁā,ʔarʕaː,ʔ a r ʕ aː,,,46,,^ ʔ a r ʕ aː $,default
arabic-109_earthland-1,,arabic,109_earthland,ˀarḍ-,ʔardˤ-,ʔ a r dˤ,,,46,,^ ʔ a r dˤ - $,default
ps-110_soilsoftsurfaceoftheearthusedforcultivationandasabuildingmaterialsoildust-1,,ps,110_soilsoftsurfaceoftheearthusedforcultivationandasabuildingmaterialsoildust,*ˁapar-,ʕapar-,ʕ a p a r,,,48,,^ ʕ a p a r - $,default
akkadian-111_soil-1,,akkadian,111_soil,eperu,eperu,e p e r u,,,48,,^ e p e r u $,default
ugaritic-111_soil-1,,ugaritic,111_soil,ˁpr,ʕpr,ʕ p r,,,48,,^ ʕ p r $,default
hebrew-111_soil-1,,hebrew,111_soil,ˁāpār,ʕaːpaːr,ʕ aː p aː r,,,48,,^ ʕ aː p aː r $,default
syriac-112_dustearthsoil-1,,syriac,112_dustearthsoil,ˁaprā,ʕapraː,ʕ a p r aː,,,48,,^ ʕ a p r aː $,default
arabic-111_soil-1,,arabic,111_soil,ˁafar-,ʕafar-,ʕ a f a r,,,48,,^ ʕ a f a r - $,default
geez-111_soil-1,,geez,111_soil,ˀafar,ʔafar,ʔ a f a r,,,48,,^ ʔ a f a r $,default
ps-113_tobedark-1,,ps,113_tobedark,*γṯy,ɣθj,ɣ θ j,,,49,,^ ɣ θ j $,default
akkadian-114_tobetroubledblurredordark-1,,akkadian,114_tobetroubledblurredordark,ešû,eʃû,e ʃ û,,,49,,^ e ʃ û $,default
arabic-115_tobecloudedtobeconfused-1,,arabic,115_tobecloudedtobeconfused,γṯy,ɣθj,ɣ θ j,,,49,,^ ɣ θ j $,default
ps-116_not-1,,ps,116_not,*lā,laː,l aː,,,50,,^ l aː $,default
akkadian-117_nonot-1,,akkadian,117_nonot,lā,laː,l aː,,,50,,^ l aː $,default
ugaritic-116_not-1,,ugaritic,116_not,l,l,l,,,50,,^ l $,default
hebrew-116_not-1,,hebrew,116_not,lō(ˀ),loː,l oː,,,50,,^ l oː $,default
syriac-118_no-1,,syriac,118_no,lā,laː,l aː,,,50,,^ l aː $,default
ps-119_one-1,,ps,119_one,*ˀaḥad-,ʔaħad-,ʔ a ħ a d,,,51,,^ ʔ a ħ a d - $,default
ugaritic-119_one-1,,ugaritic,119_one,ˀaḥd,ʔaħd,ʔ a ħ d,,,51,,^ ʔ a ħ d $,default
hebrew-119_one-1,,hebrew,119_one,ˀäḥād,ʔæħaːd,ʔ æ ħ aː d,,,51,,^ ʔ æ ħ aː d $,default
arabic-119_one-1,,arabic,119_one,ˀaḥad-,ʔaħad-,ʔ a ħ a d,,,51,,^ ʔ a ħ a d - $,default
geez-119_one-1,,geez,119_one,ˀaḥadu,ʔaħadu,ʔ a ħ a d u,,,51,,^ ʔ a ħ a d u $,default
ps-120_one-1,,ps,120_one,*ˁašt-,ʕaʃt-,ʕ a ʃ t,,,52,,^ ʕ a ʃ t - $,default
akkadian-119_one-1,,akkadian,119_one,ištēn,iʃteːn,i ʃ t eː n,,,52,,^ i ʃ t eː n $,default
ugaritic-119_one-2,,ugaritic,119_one,ˁšt(y),ʕʃt,ʕ ʃ t,,,52,,^ ʕ ʃ t $,default
hebrew-121_eleven-1,,hebrew,121_eleven,ˁaštē ˁāŝār/ˁäŝrē,ʕaʃteː,ʕ a ʃ t eː,,,52,,^ ʕ a ʃ t eː $,default
ps-122_seed-1,,ps,122_seed,"*ḏarˀ-, *ḏarˁ, *zarˁ-",ðarʔ-,ð a r ʔ,,,53,,^ ð a r ʔ - $,default
akkadian-122_seed-1,,akkadian,122_seed,zēru,zeːru,z eː r u,,,53,,^ z eː r u $,default
ugaritic-122_seed-1,,ugaritic,122_seed,"drˁ, ḏrˁ",drʕ,d r ʕ,,,53,,^ d r ʕ $,default
hebrew-123_seedoffspringdescendants-1,,hebrew,123_seedoffspringdescendants,zäraˁ,zæraʕ,z æ r a ʕ,,,53,,^ z æ r a ʕ $,default
syriac-124_seedsowingoffspringfamily-1,,syriac,124_seedsowingoffspringfamily,zarˁā,zarʕaː,z a r ʕ aː,,,53,,^ z a r ʕ aː $,default
syriac-122_seed-1,,syriac,122_seed,bar zarˁā,bar,b a r,,,53,,^ b a r $,default
arabic-125_tosow-1,,arabic,125_tosow,ḏrˀ,ðrʔ,ð r ʔ,,,53,,^ ð r ʔ $,default
arabic-126_tosowtocastseed-1,,arabic,126_tosowtocastseed,zrˁ,zrʕ,z r ʕ,,,53,,^ z r ʕ $,default
geez-127_seedgrain-1,,geez,127_seedgrain,zarˀ,zarʔ,z a r ʔ,,,53,,^ z a r ʔ $,default
geez-128_tosowtoseed-1,,geez,128_tosowtoseed,zarˀa,zarʔa,z a r ʔ a,,,53,,^ z a r ʔ a $,default
ps-129_star-1,,ps,129_star,*kabkab-,kabkab-,k a b k a b,,,56,,^ k a b k a b - $,default
akkadian-129_star-1,,akkadian,129_star,kakkabu,kakkabu,k a k k a b u,,,56,,^ k a k k a b u $,default
ugaritic-129_star-1,,ugaritic,129_star,kbkb,kbkb,k b k b,,,56,,^ k b k b $,default
hebrew-129_star-1,,hebrew,129_star,kōkāb,koːkaːb,k oː k aː b,,,56,,^ k oː k aː b $,default
syriac-130_starkindofcollyrium-1,,syriac,130_starkindofcollyrium,kawkbā,kawkbaː,k a w k b aː,,,56,,^ k a w k b aː $,default
arabic-129_star-1,,arabic,129_star,kawkab-,kawkab-,k a w k a b,,,56,,^ k a w k a b - $,default
geez-129_star-1,,geez,129_star,kokab,kokab,k o k a b,,,56,,^ k o k a b $,default
ps-131_sun-1,,ps,131_sun,*ŝamš-,ɬamʃ-,ɬ a m ʃ,,,57,,^ ɬ a m ʃ - $,default
akkadian-131_sun-1,,akkadian,131_sun,šamšu,ʃamʃu,ʃ a m ʃ u,,,57,,^ ʃ a m ʃ u $,default
ugaritic-131_sun-1,,ugaritic,131_sun,špš,ʃpʃ,ʃ p ʃ,,,57,,^ ʃ p ʃ $,default
hebrew-131_sun-1,,hebrew,131_sun,šämäš,ʃæmæʃ,ʃ æ m æ ʃ,,,57,,^ ʃ æ m æ ʃ $,default
syriac-132_suntypeoflizardgold-1,,syriac,132_suntypeoflizardgold,šemšā,ʃemʃaː,ʃ e m ʃ aː,,,57,,^ ʃ e m ʃ aː $,default
arabic-131_sun-1,,arabic,131_sun,šams-,ʃams-,ʃ a m s,,,57,,^ ʃ a m s - $,default
ps-133_tail-1,,ps,133_tail,*ḏanab-,ðanab-,ð a n a b,,,58,,^ ð a n a b - $,default
akkadian-134_tailrearpart-1,,akkadian,134_tailrearpart,zibbatu,zibbatu,z i b b a t u,,,58,,^ z i b b a t u $,default
ugaritic-133_tail-1,,ugaritic,133_tail,ḏnb,ðnb,ð n b,,,58,,^ ð n b $,default
hebrew-133_tail-1,,hebrew,133_tail,zānāb,zaːnaːb,z aː n aː b,,,58,,^ z aː n aː b $,default
syriac-135_tailfarthestpart-1,,syriac,135_tailfarthestpart,dunbā,dunbaː,d u n b aː,,,58,,^ d u n b aː $,default
arabic-133_tail-1,,arabic,133_tail,ḏanab­-,ðanab-,ð a n a b,,,58,,^ ð a n a b - $,default
geez-136_tailanus-1,,geez,136_tailanus,zanab,zanab,z a n a b,,,58,,^ z a n a b $,default
ps-137_thisthattheonewhowhichthat-1,,ps,137_thisthattheonewhowhichthat,*ḏV,ð-,ð,,,59,,^ ð - $,default
ugaritic-138_theonesofwhowhomhewhotheonewhowhichthatdeterminativerelativefunctormascsg-1,,ugaritic,138_theonesofwhowhomhewhotheonewhowhichthatdeterminativerelativefunctormascsg,d,d,d,,,59,,^ d $,default
ugaritic-139_theonesofwhowhomhewhotheonewhowhichthatdeterminativerelativefunctorfemsg-1,,ugaritic,139_theonesofwhowhomhewhotheonewhowhichthatdeterminativerelativefunctorfemsg,dt,dt,d t,,,59,,^ d t $,default
ugaritic-140_theonesofwhowhomhewhotheonewhowhichthatdeterminativerelativefunctorpl-1,,ugaritic,140_theonesofwhowhomhewhotheonewhowhichthatdeterminativerelativefunctorpl,dt,dt,d t,,,59,,^ d t $,default
hebrew-141_thatmanthere-1,,hebrew,141_thatmanthere,hallāzǟ,hallaːzæː,h a l l aː z æː,,,59,,^ h a l l aː z æː $,default
hebrew-142_this-1,,hebrew,142_this,zǟ,zæː,z æː,,,59,,^ z æː $,default
arabic-143_whowhichrelativepronounmascsg-1,,arabic,143_whowhichrelativepronounmascsg,ˀallaḏī,ʔallaðiː,ʔ a l l a ð iː,,,59,,^ ʔ a l l a ð iː $,default
arabic-144_that-1,,arabic,144_that,ḏāka,ðaːka,ð aː k a,,,59,,^ ð aː k a $,default
arabic-144_that-2,,arabic,144_that,ḏālika,ðaːlika,ð aː l i k a,,,59,,^ ð aː l i k a $,default
arabic-144_that-3,,arabic,144_that,ḏānika,ðaːnika,ð aː n i k a,,,59,,^ ð aː n i k a $,default
arabic-145_thismasc-1,,arabic,145_thismasc,hāḏā,haːðaː,h aː ð aː,,,59,,^ h aː ð aː $,default
arabic-146_thisfem-1,,arabic,146_thisfem,hāḏī,haːðiː,h aː ð iː,,,59,,^ h aː ð iː $,default
geez-146_thisfem-1,,geez,146_thisfem,zā,zaː,z aː,,,59,,^ z aː $,default
geez-147_whothatwhichrelativepronounmascsg-1,,geez,147_whothatwhichrelativepronounmascsg,za,za,z a,,,59,,^ z a $,default
geez-145_thismasc-1,,geez,145_thismasc,zə,zə,z ə,,,59,,^ z ə $,default
geez-148_thatmasc-1,,geez,148_thatmasc,zəkku,zəkku,z ə k k u,,,59,,^ z ə k k u $,default
geez-148_thatmasc-2,,geez,148_thatmasc,zəktu/zəkʷtu,zəktu,z ə k t u,,,59,,^ z ə k t u $,default
geez-149_thisthisonemasc-1,,geez,149_thisthisonemasc,zəntu,zəntu,z ə n t u,,,59,,^ z ə n t u $,default
geez-146_thisfem-2,,geez,146_thisfem,zātti,zaːtti,z aː t t i,,,59,,^ z aː t t i $,default
ps-150_deicticelement-1,,ps,150_deicticelement,*hanni-,hanni-,h a n n i,,,60,,^ h a n n i - $,default
akkadian-142_this-1,,akkadian,142_this,annû,annû,a n n û,,,60,,^ a n n û $,default
ugaritic-142_this-1,,ugaritic,142_this,hnd,hnd,h n d,,,60,,^ h n d $,default
syriac-142_this-1,,syriac,142_this,hānnā,haːnnaː,h aː n n aː,,,60,,^ h aː n n aː $,default
ps-151_thoumascsg-1,,ps,151_thoumascsg,*ˀantā̆,ʔanta,ʔ a n t a,,,61,,^ ʔ a n t a $,default
akkadian-152_you-1,,akkadian,152_you,atta,atta,a t t a,,,61,,^ a t t a $,default
ugaritic-153_thou-1,,ugaritic,153_thou,ˀat,ʔat,ʔ a t,,,61,,^ ʔ a t $,default
hebrew-154_youmascsing-1,,hebrew,154_youmascsing,ˀattā,ʔattaː,ʔ a t t aː,,,61,,^ ʔ a t t aː $,default
syriac-155_yousg-1,,syriac,155_yousg,ˀat,ʔat,ʔ a t,,,61,,^ ʔ a t $,default
arabic-156_thoumasc-1,,arabic,156_thoumasc,ˀanta,ʔanta,ʔ a n t a,,,61,,^ ʔ a n t a $,default
geez-152_you-1,,geez,152_you,ˀanta,ʔanta,ʔ a n t a,,,61,,^ ʔ a n t a $,default
ps-157_tongue-1,,ps,157_tongue,*liš(š)ān-,liʃaːn-,l i ʃ aː n,,,62,,^ l i ʃ aː n - $,default
akkadian-158_tonguelanguage-1,,akkadian,158_tonguelanguage,lišānu,liʃaːnu,l i ʃ aː n u,,,62,,^ l i ʃ aː n u $,default
ugaritic-157_tongue-1,,ugaritic,157_tongue,lšn,lʃn,l ʃ n,,,62,,^ l ʃ n $,default
hebrew-158_tonguelanguage-1,,hebrew,158_tonguelanguage,lāšōn,laːʃoːn,l aː ʃ oː n,,,62,,^ l aː ʃ oː n $,default
syriac-159_tonguelanguagespitofland-1,,syriac,159_tonguelanguagespitofland,leššānā,leʃʃaːnaː,l e ʃ ʃ aː n aː,,,62,,^ l e ʃ ʃ aː n aː $,default
arabic-157_tongue-1,,arabic,157_tongue,lisān-,lisaːn-,l i s aː n,,,62,,^ l i s aː n - $,default
geez-158_tonguelanguage-1,,geez,158_tonguelanguage,lǝssān,lǝssaːn,l ə s s aː n,,,62,,^ l ǝ s s aː n $,default
ps-160_tolick-1,,ps,160_tolick,*lḥš,lħʃ,l ħ ʃ,,,63,,^ l ħ ʃ $,default
akkadian-161_totastetolick-1,,akkadian,161_totastetolick,lâšu,lâʃu,l â ʃ u,,,63,,^ l â ʃ u $,default
arabic-160_tolick-1,,arabic,160_tolick,lḥs,lħs,l ħ s,,,63,,^ l ħ s $,default
ps-162_tooth-1,,ps,162_tooth,*šinn-,ʃinn-,ʃ i n n,,,64,,^ ʃ i n n - $,default
akkadian-162_tooth-1,,akkadian,162_tooth,šinnu,ʃinnu,ʃ i n n u,,,64,,^ ʃ i n n u $,default
ugaritic-162_tooth-1,,ugaritic,162_tooth,šn,ʃn,ʃ n,,,64,,^ ʃ n $,default
hebrew-162_tooth-1,,hebrew,162_tooth,šēn,ʃeːn,ʃ eː n,,,64,,^ ʃ eː n $,default
syriac-162_tooth-1,,syriac,162_tooth,šennā,ʃennaː,ʃ e n n aː,,,64,,^ ʃ e n n aː $,default
arabic-162_tooth-1,,arabic,162_tooth,sinn-,sinn-,s i n n,,,64,,^ s i n n - $,default
geez-162_tooth-1,,geez,162_tooth,sənn,sənn,s ə n n,,,64,,^ s ə n n $,default
ps-163_molartooth-1,,ps,163_molartooth,*ṣ̂irš-,ɬˤirʃ-,ɬˤ i r ʃ,,,65,,^ ɬˤ i r ʃ - $,default
akkadian-164_protuberance-1,,akkadian,164_protuberance,ṣiršu,sˤirʃu,sˤ i r ʃ u,,,65,,^ sˤ i r ʃ u $,default
akkadian-165_togrowshootsbranches-1,,akkadian,165_togrowshootsbranches,ṣurrušu,sˤurruʃu,sˤ u r r u ʃ u,,,65,,^ sˤ u r r u ʃ u $,default
syriac-163_molartooth-1,,syriac,163_molartooth,ˁaršā,ʕarʃaː,ʕ a r ʃ aː,,,65,,^ ʕ a r ʃ aː $,default
arabic-166_toothmolar-1,,arabic,166_toothmolar,ḍirs-,dˤirs-,dˤ i r s,,,65,,^ dˤ i r s - $,default
geez-163_molartooth-1,,geez,163_molartooth,ṣ̂ərs,ɬˤərs,ɬˤ ə r s,,,65,,^ ɬˤ ə r s $,default
ps-167_caninetooth-1,,ps,167_caninetooth,*nayab-,najab-,n a j a b,,,66,,^ n a j a b - $,default
akkadian-168_floatingriborcartilageatthetipoftherib-1,,akkadian,168_floatingriborcartilageatthetipoftherib,nayabtu,najabtu,n a j a b t u,,,66,,^ n a j a b t u $,default
ps-169_two-1,,ps,169_two,*ṯin-ā,θin-aː,θ i n aː,,,67,,^ θ i n - aː $,default
akkadian-169_two-1,,akkadian,169_two,šina,ʃina,ʃ i n a,,,67,,^ ʃ i n a $,default
ugaritic-169_two-1,,ugaritic,169_two,ṯn,θn,θ n,,,67,,^ θ n $,default
hebrew-169_two-1,,hebrew,169_two,šənayim,ʃənajim,ʃ ə n a j i m,,,67,,^ ʃ ə n a j i m $,default
syriac-169_two-1,,syriac,169_two,tren,tren,t r e n,,,67,,^ t r e n $,default
arabic-169_two-1,,arabic,169_two,ˀiṯnāⁿ,ʔiθnaː,ʔ i θ n aː,,,67,,^ ʔ i θ n aː $,default
geez-170_thenextday-1,,geez,170_thenextday,sānəy,saːnəj,s aː n ə j,,,67,,^ s aː n ə j $,default
ps-171_both-1,,ps,171_both,*kilˀ-,kilʔ-,k i l ʔ,,,69,,^ k i l ʔ - $,default
akkadian-171_both-1,,akkadian,171_both,kilallān,kilallaːn,k i l a l l aː n,,,69,,^ k i l a l l aː n $,default
hebrew-171_both-1,,hebrew,171_both,kilˀayim,kilʔajim,k i l ʔ a j i m,,,69,,^ k i l ʔ a j i m $,default
arabic-171_both-1,,arabic,171_both,kilā,kilaː,k i l aː,,,69,,^ k i l aː $,default
ps-172_water-1,,ps,172_water,*mā̆y,maj,m a j,,,71,,^ m a j $,default
akkadian-173_water-1,,akkadian,173_water,mû,mû,m û,,,71,,^ m û $,default
ugaritic-173_water-1,,ugaritic,173_water,my,mj,m j,,,71,,^ m j $,default
hebrew-173_water-1,,hebrew,173_water,mayim,majim,m a j i m,,,71,,^ m a j i m $,default
syriac-174_watermailsemenmenstrualfluidurine-1,,syriac,174_watermailsemenmenstrualfluidurine,mayyā,majjaː,m a j j aː,,,71,,^ m a j j aː $,default
arabic-173_water-1,,arabic,173_water,"māˀ-, māh-",maːʔ-,m aː ʔ,,,71,,^ m aː ʔ - $,default
geez-173_water-1,,geez,173_water,māy,maːj,m aː j,,,71,,^ m aː j $,default
ps-175_we-1,,ps,175_we,*niḥnū̆/niḥnā̆,niħnu,n i ħ n u,,,72,,^ n i ħ n u $,default
akkadian-175_we-1,,akkadian,175_we,nīnu,niːnu,n iː n u,,,72,,^ n iː n u $,default
hebrew-175_we-1,,hebrew,175_we,ˀănaḥnū,ʔănaħnuː,ʔ ă n a ħ n uː,,,72,,^ ʔ ă n a ħ n uː $,default
syriac-175_we-1,,syriac,175_we,ḥnan,ħnan,ħ n a n,,,72,,^ ħ n a n $,default
arabic-175_we-1,,arabic,175_we,ˀiḥnā,ʔiħnaː,ʔ i ħ n aː,,,72,,^ ʔ i ħ n aː $,default
arabic-175_we-2,,arabic,175_we,naḥnu,naħnu,n a ħ n u,,,72,,^ n a ħ n u $,default
geez-175_we-1,,geez,175_we,nəḥna,nəħna,n ə ħ n a,,,72,,^ n ə ħ n a $,default
ps-176_who-1,,ps,176_who,*mann-,mann-,m a n n,,,75,,^ m a n n - $,default
akkadian-177_who-1,,akkadian,177_who,mannu,mannu,m a n n u,,,75,,^ m a n n u $,default
syriac-176_who-1,,syriac,176_who,man,man,m a n,,,75,,^ m a n $,default
arabic-176_who-1,,arabic,176_who,man,man,m a n,,,75,,^ m a n $,default
geez-177_who-1,,geez,177_who,mannu,mannu,m a n n u,,,75,,^ m a n n u $,default
ps-178_bark-1,,ps,178_bark,*ḳVlp-at-,qˤ-lp-at-,qˤ l p a t,,,78,,^ qˤ - l p - a t - $,default
akkadian-179_skinpeelofafruit-1,,akkadian,179_skinpeelofafruit,ḳilpu,qˤilpu,qˤ i l p u,,,78,,^ qˤ i l p u $,default
akkadian-180_scalescalyskintortoiseshellhuskrindbarkpeel-1,,akkadian,180_scalescalyskintortoiseshellhuskrindbarkpeel,ḳuliptu,qˤuliptu,qˤ u l i p t u,,,78,,^ qˤ u l i p t u $,default
syriac-181_cortexsquamaputamen-1,,syriac,181_cortexsquamaputamen,ḳəlāpətā,qˤəlaːpətaː,qˤ ə l aː p ə t aː,,,78,,^ qˤ ə l aː p ə t aː $,default
syriac-182_barkshellscalepeel-1,,syriac,182_barkshellscalepeel,ḳlāptā,qˤlaːptaː,qˤ l aː p t aː,,,78,,^ qˤ l aː p t aː $,default
arabic-183_alqisrbarkpeel-1,,arabic,183_alqisrbarkpeel,"qilf-, qulāfat-",qilf-,q i l f,,,78,,^ q i l f - $,default
geez-184_topeeldecorticate-1,,geez,184_topeeldecorticate,ḳʷalafa,qˤʷalafa,qʷˤ a l a f a,,,78,,^ qˤʷ a l a f a $,default
ps-185_bellystomach-1,,ps,185_bellystomach,*kariŝ-,kariɬ-,k a r i ɬ,,,82,,^ k a r i ɬ - $,default
akkadian-186_stomachbellywombbodymindheartdesireinnerorlowerside-1,,akkadian,186_stomachbellywombbodymindheartdesireinnerorlowerside,karšu,karʃu,k a r ʃ u,,,82,,^ k a r ʃ u $,default
hebrew-187_belly-1,,hebrew,187_belly,*kārēŝ,kaːreːɬ,k aː r eː ɬ,,,82,,^ k aː r eː ɬ $,default
syriac-188_bellystomachwombuterus-1,,syriac,188_bellystomachwombuterus,karsā,karsaː,k a r s aː,,,82,,^ k a r s aː $,default
arabic-189_ventriclestomachbellyuterusstomachofanimalsespruminant-1,,arabic,189_ventriclestomachbellyuterusstomachofanimalsespruminant,"kariš-, kirš-",kariʃ-,k a r i ʃ,,,82,,^ k a r i ʃ - $,default
geez-190_bellystomachwombabdomeninteriorofshiparkvessel-1,,geez,190_bellystomachwombabdomeninteriorofshiparkvessel,karŝ,karɬ,k a r ɬ,,,82,,^ k a r ɬ $,default
ps-191_fire-1,,ps,191_fire,*ˀiš(-āt)-,ʔiʃ-,ʔ i ʃ,,,85,,^ ʔ i ʃ - $,default
akkadian-192_fireabscessinflammation-1,,akkadian,192_fireabscessinflammation,išātu,iʃaːtu,i ʃ aː t u,,,85,,^ i ʃ aː t u $,default
ugaritic-191_fire-1,,ugaritic,191_fire,ˀišt,ʔiʃt,ʔ i ʃ t,,,85,,^ ʔ i ʃ t $,default
hebrew-191_fire-1,,hebrew,191_fire,ˀēš,ʔeːʃ,ʔ eː ʃ,,,85,,^ ʔ eː ʃ $,default
geez-191_fire-1,,geez,191_fire,ˀəsāt,ʔəsaːt,ʔ ə s aː t,,,85,,^ ʔ ə s aː t $,default
ps-193_tobebrighttoshine-1,,ps,193_tobebrighttoshine,*nwr,nwr,n w r,,,86,,^ n w r $,default
akkadian-193_tobebrighttoshine-1,,akkadian,193_tobebrighttoshine,nawāru,nawaːru,n a w aː r u,,,86,,^ n a w aː r u $,default
ugaritic-194_light-1,,ugaritic,194_light,nr,nr,n r,,,86,,^ n r $,default
hebrew-194_light-1,,hebrew,194_light,nēr,neːr,n eː r,,,86,,^ n eː r $,default
syriac-195_fireconflagration-1,,syriac,195_fireconflagration,nūrā,nuːraː,n uː r aː,,,86,,^ n uː r aː $,default
arabic-191_fire-1,,arabic,191_fire,nār-,naːr-,n aː r,,,86,,^ n aː r - $,default
arabic-193_tobebrighttoshine-1,,arabic,193_tobebrighttoshine,nwr,nwr,n w r,,,86,,^ n w r $,default
ps-196_green-1,,ps,196_green,*wrḳ,wrqˤ,w r qˤ,,,87,,^ w r qˤ $,default
akkadian-197_yellowgreenasanaturalcolor-1,,akkadian,197_yellowgreenasanaturalcolor,warḳu,warqˤu,w a r qˤ u,,,87,,^ w a r qˤ u $,default
ugaritic-198_yellow-1,,ugaritic,198_yellow,yrḳ,jrqˤ,j r qˤ,,,87,,^ j r qˤ $,default
hebrew-199_greengreenery-1,,hebrew,199_greengreenery,yārōḳ,jaːroːqˤ,j aː r oː qˤ,,,87,,^ j aː r oː qˤ $,default
hebrew-200_greenishpalegreen-1,,hebrew,200_greenishpalegreen,yəraḳraḳ,jəraqˤraqˤ,j ə r a qˤ r a qˤ,,,87,,^ j ə r a qˤ r a qˤ $,default
syriac-201_greenlividherbsvegetableseggyolk-1,,syriac,201_greenlividherbsvegetableseggyolk,yurrāḳā,jurraːqˤaː,j u r r aː qˤ aː,,,87,,^ j u r r aː qˤ aː $,default
arabic-202_ashcolored-1,,arabic,202_ashcolored,ˀawraq-,ʔawraq-,ʔ a w r a q,,,87,,^ ʔ a w r a q - $,default
arabic-203_leaf-1,,arabic,203_leaf,waraq-,waraq-,w a r a q,,,87,,^ w a r a q - $,default
arabic-204_silvercoins-1,,arabic,204_silvercoins,"warq-, wariq-",warq-,w a r q,,,87,,^ w a r q - $,default
geez-205_gold-1,,geez,205_gold,warḳ,warqˤ,w a r qˤ,,,87,,^ w a r qˤ $,default
ps-206_strawgrass-1,,ps,206_strawgrass,*ŝaˁr-,ɬaʕr-,ɬ a ʕ r,,,88,,^ ɬ a ʕ r - $,default
geez-207_herbgrassvegetationstraw-1,,geez,207_herbgrassvegetationstraw,ŝāˁr,ɬaːʕr,ɬ aː ʕ r,,,88,,^ ɬ aː ʕ r $,default
ps-208_toknow-1,,ps,208_toknow,"*wdˁ, *ydˁ",wdʕ,w d ʕ,,,90,,^ w d ʕ $,default
akkadian-208_toknow-1,,akkadian,208_toknow,idû,idû,i d û,,,90,,^ i d û $,default
akkadian-209_knowingsomeoneexpertwisecompetentlearnedacquaintancepersonknown-1,,akkadian,209_knowingsomeoneexpertwisecompetentlearnedacquaintancepersonknown,mūdû,muːdû,m uː d û,,,90,,^ m uː d û $,default
ugaritic-208_toknow-1,,ugaritic,208_toknow,ydˁ,jdʕ,j d ʕ,,,90,,^ j d ʕ $,default
hebrew-208_toknow-1,,hebrew,208_toknow,ydˁ,jdʕ,j d ʕ,,,90,,^ j d ʕ $,default
syriac-210_toknowtodiscernrecognizetocohabitwith-1,,syriac,210_toknowtodiscernrecognizetocohabitwith,ˀdˁ,ʔdʕ,ʔ d ʕ,,,90,,^ ʔ d ʕ $,default
syriac-208_toknow-1,,syriac,208_toknow,ydˁ,jdʕ,j d ʕ,,,90,,^ j d ʕ $,default
geez-211_idonotknowperhapsprobably-1,,geez,211_idonotknowperhapsprobably,ˀəndāˁi,ʔəndaːʕi,ʔ ə n d aː ʕ i,,,90,,^ ʔ ə n d aː ʕ i $,default
geez-212_tomakeknowinform-1,,geez,212_tomakeknowinform,ˀaydəˁa,ʔajdəʕa,ʔ a j d ə ʕ a,,,90,,^ ʔ a j d ə ʕ a $,default
ps-213_moon-1,,ps,213_moon,*war(i)ḫ-,warx-,w a r x,,,94,,^ w a r x - $,default
akkadian-214_moonnewmoonmonth-1,,akkadian,214_moonnewmoonmonth,warḫu,warxu,w a r x u,,,94,,^ w a r x u $,default
ugaritic-213_moon-1,,ugaritic,213_moon,yrḫ,jrx,j r x,,,94,,^ j r x $,default
hebrew-213_moon-1,,hebrew,213_moon,yārēaḥ,jaːreːaħ,j aː r eː a ħ,,,94,,^ j aː r eː a ħ $,default
syriac-215_month-1,,syriac,215_month,yarḥā,jarħaː,j a r ħ aː,,,94,,^ j a r ħ aː $,default
geez-216_moonmonth-1,,geez,216_moonmonth,warḫ,warx,w a r x,,,94,,^ w a r x $,default
ps-213_moon-2,,ps,213_moon,*ŝahr-,ɬahr-,ɬ a h r,,,95,,^ ɬ a h r - $,default
akkadian-217_acharacteristicsuchasbrilliance-1,,akkadian,217_acharacteristicsuchasbrilliance,šērtu,ʃeːrtu,ʃ eː r t u,,,95,,^ ʃ eː r t u $,default
hebrew-218_littlemoonsasamuletsorjewelry-1,,hebrew,218_littlemoonsasamuletsorjewelry,ŝahărōnīm,ɬahăroːniːm,ɬ a h ă r oː n iː m,,,95,,^ ɬ a h ă r oː n iː m $,default
syriac-213_moon-1,,syriac,213_moon,sahrā,sahraː,s a h r aː,,,95,,^ s a h r aː $,default
arabic-219_thenewmoonwhenitappears-1,,arabic,219_thenewmoonwhenitappears,šahr-,ʃahr-,ʃ a h r,,,95,,^ ʃ a h r - $,default
geez-220_moonfirstdayofthemonth-1,,geez,220_moonfirstdayofthemonth,ŝāhr,ɬaːhr,ɬ aː h r,,,95,,^ ɬ aː h r $,default
